bank_tier,current_version,target_version,version_jump_size,system_age_months,last_upgrade_months_ago,code_customization_percent,third_party_integrations,avg_transaction_volume,peak_transaction_volume,system_uptime_percent,avg_response_time_ms,incident_count_last_6months,unplanned_downtime_hours_last_year,infrastructure_model,server_count,database_size_gb,concurrent_users,network_bandwidth_mbps,power_stability_score,deployment_strategy,deployment_automation_level,pm_methodology,critical_incidents_last_year,test_environment_available,backup_verified,rollback_plan_exists,staff_training_completed,early_stage_testing_completed,cbn_compliance_verified,data_localization_compliant,cyber_security_framework_updated,bcp_dr_plan_tested,customer_satisfaction_score,customer_complaints_last_quarter,digital_banking_adoption_percent,service_disruption_tolerance_hours,upgrade_window_hours,business_critical_period,regulatory_compliance_required,dedicated_team_size,vendor_support_available,budget_allocated_usd,external_consultant_engaged,upgrade_success,upgrade_risk_score,system_health_score
tier1,v9.0,v10.1,major_2x,86,17,60.089974339382955,41,315549,860197,98.3465659494895,1908,5,13,private_cloud,47,35852,6117,5218,86.2415991631617,rolling,35.88472279960305,agile,3,1,1,1,1,1,1,1,1,1,78.49672565574059,11,74.66612225740529,8,60,0,1,5,0,4267496,1,1,78.17286019019753,39.513282974744754
microfinance,v9.0,v11.0,minor,92,42,45.7962175185745,26,389993,597461,95.68782802089852,1171,0,19,private_cloud,11,10709,1548,2491,78.05743450522313,blue_green,38.49966118624162,scrum,7,0,1,1,1,1,1,1,1,0,91.66563844754896,12,65.07540603767117,8,40,0,0,11,1,558937,1,1,42.98504104267887,64.92391401044925
tier3,v9.2,v9.2,major_1x,70,20,43.363722484853795,29,137117,433650,97.40988427389667,966,2,30,on_premise,8,16337,1188,4995,75.11910582993265,canary,39.88837749706176,waterfall,2,1,1,1,1,1,1,1,1,1,71.3331368918641,15,52.69389241815493,8,53,0,0,9,1,599115,1,1,52.35708595441986,58.384942136948325
tier3,v8.2,v11.0,major_1x,16,13,51.502280607604476,29,143222,572482,97.39198046498947,938,1,33,private_cloud,20,23879,956,1633,81.67572885068276,blue_green,22.575254207730737,kanban,1,1,1,1,0,0,1,1,1,1,77.16099444167301,12,45.96252619884568,1,7,0,1,9,1,1041995,1,1,49.92535798151622,60.43599023249473
tier2,v10.1,v10.5,minor,84,24,58.935058672895366,41,280507,453956,97.42918047589124,1617,4,26,on_premise,27,33408,7277,2743,98.1828866543388,canary,33.61752764381942,agile,5,1,1,1,1,1,1,0,0,1,79.81054300432562,9,76.68548737655446,3,26,1,0,5,1,1654618,1,1,79.6330671711747,41.374590237945625
tier2,v9.2,v9.0,major_1x,50,6,25.433667933072496,35,127585,641082,98.1723615548845,427,5,28,private_cloud,28,21356,4159,5592,78.38979028727334,rolling,28.766475341766444,scrum,1,1,1,1,1,1,1,1,1,1,77.25496478878543,8,55.310849489545866,3,54,1,0,4,1,3164746,1,1,54.537768243918855,61.54618077744226
tier2,v8.5,v10.5,minor,33,27,20.912158740931684,26,148695,725088,96.24455679615417,840,3,38,hybrid_cloud,36,12579,6890,4898,82.66505946605389,big_bang,58.0185641039448,kanban,3,1,0,1,1,0,1,1,1,1,85.83639770126638,13,53.63402885250939,1,39,0,0,7,0,3652588,0,1,91.28906803023465,53.32227839807709
tier1,v8.5,v10.5,minor,23,12,21.06787177593037,45,444658,351423,98.57840810780976,895,10,15,hybrid_cloud,48,44472,4035,3642,95.32467466162444,canary,66.97311230170958,agile,0,1,1,1,0,1,1,1,1,1,79.28663062371643,11,63.585734897939474,1,22,1,0,13,0,2097477,1,1,74.98721489035391,43.889204053904876
tier2,v8.5,v10.1,minor,101,23,36.587631690241196,13,174565,186858,96.06046468408039,1374,5,6,on_premise,27,27718,5409,5387,82.74524404480576,big_bang,23.267235801953078,agile,7,1,1,1,1,1,1,1,1,0,79.93791490178297,12,62.299598363487846,2,18,1,0,15,1,2701016,1,1,75.39540779951106,52.55023234204019
tier2,v9.2,v9.2,major_1x,40,40,43.93643421997991,28,403611,268343,96.97895481021541,420,11,29,hybrid_cloud,14,9568,2558,7377,81.9156169532505,big_bang,35.22976517266971,kanban,7,1,1,1,1,1,1,1,1,1,64.43218352445277,16,74.40037715936369,10,41,0,0,6,1,3331331,0,1,100.0,42.5894774051077
tier2,v10.1,v9.0,major_1x,104,24,50.91188246960584,24,390466,760820,95.68753742168445,451,7,16,public_cloud,29,23141,5280,5912,94.72596867592593,canary,11.767820722412475,waterfall,0,1,1,1,0,1,1,1,1,1,72.29315136976344,13,78.41462166277951,2,15,0,0,10,1,2421812,0,1,66.81058216558145,59.82376871084223
tier3,v9.0,v11.0,major_1x,63,12,65.0969344405658,25,189376,618828,98.14978111560113,606,9,6,private_cloud,29,11781,3015,4238,73.69046521181383,rolling,17.37403416529363,agile,2,0,1,1,1,1,1,0,0,0,71.28329788214886,12,75.04171535606945,5,12,1,0,12,0,1818903,1,1,100.0,56.95489055780055
tier2,v8.2,v10.1,minor,43,29,34.022409860073395,27,389929,288667,97.55704467760819,812,13,17,public_cloud,18,37170,3176,5787,92.03389465688818,blue_green,49.88287430699343,agile,3,1,1,1,1,1,1,1,1,0,66.85618141459521,16,54.107178109071235,11,29,0,0,10,1,897804,0,1,95.03593834101133,35.0385223388041
tier1,v9.0,v9.2,major_1x,115,33,64.76767711732238,31,314851,272005,99.86287125741943,1895,9,35,hybrid_cloud,47,43257,2929,3516,90.42023404353404,canary,47.08953761342075,scrum,0,1,1,1,1,1,1,1,1,1,94.13633526806329,11,81.42248080780874,7,72,1,0,10,1,1879666,1,1,71.55650008807069,17.531435628709723
microfinance,v10.1,v9.0,major_2x,48,39,22.691471072594464,14,233832,233373,98.38848996578679,963,12,34,public_cloud,30,5803,2519,1068,74.36789964022309,rolling,27.007024877171183,waterfall,3,1,1,1,0,1,1,1,1,1,61.570134914937896,19,67.85202143431503,2,13,1,1,10,1,3669672,1,1,100.0,26.93424498289339
microfinance,v9.0,v10.5,minor,50,17,61.495130700367206,29,93495,524999,97.82852152676277,649,9,5,hybrid_cloud,24,16492,3628,6903,76.26621144136783,big_bang,60.16186717754846,waterfall,1,1,1,1,1,1,1,1,0,1,82.7295982391899,8,83.45539992385568,4,17,0,0,3,1,1778427,0,1,98.13416441617032,56.434260763381374
tier3,v9.2,v9.2,minor,60,32,19.34203946290983,34,118409,502223,96.68758581791077,417,7,13,private_cloud,16,7346,1479,6197,79.89415860717753,big_bang,66.46788376593136,waterfall,3,1,0,1,1,1,1,1,1,0,78.59733797637018,5,49.517936113269755,1,19,0,0,8,1,2552774,0,1,97.8891162529883,62.503792908955376
microfinance,v8.5,v9.2,major_1x,38,17,13.940537914578435,14,190073,776017,96.1304914465699,791,11,21,public_cloud,20,11163,4066,4660,56.020057886183814,rolling,25.96536840715365,waterfall,1,1,1,0,0,1,1,1,1,0,74.62328941692395,17,43.5130260897201,9,24,0,0,6,1,645189,1,1,88.96884749012094,38.74524572328497
tier3,v10.1,v9.2,major_1x,71,6,30.148350483432363,25,144095,577883,95.41030281336103,411,1,17,private_cloud,27,6507,2146,4701,86.23182898436218,rolling,59.63589028726904,waterfall,1,0,1,1,0,0,1,1,0,1,72.66815125921057,14,42.82339443462623,7,51,0,0,10,1,807670,1,1,69.27124997090178,77.98515140668052
microfinance,v10.1,v10.5,major_1x,13,26,54.9444972574374,11,149279,781601,98.28130424216845,289,9,10,hybrid_cloud,30,12847,3944,2502,71.33881983161078,canary,38.654832597124205,waterfall,4,1,1,1,1,0,1,1,1,1,73.80854769834524,14,46.80190597616313,3,40,0,0,7,1,378961,0,1,88.79949296004013,61.36065212108423
tier1,v9.0,v11.0,major_1x,24,15,62.821920463950725,47,289981,622975,97.93659507470184,1464,8,22,public_cloud,13,46535,5148,8797,90.4718825994905,blue_green,33.88592784901947,agile,1,1,1,1,1,0,0,1,1,0,91.3712156595951,8,89.2664553978568,10,43,1,1,7,0,1510558,1,1,99.924979609676,34.68829753735092
tier2,v9.2,v10.1,minor,23,30,41.85277838039544,41,304194,273560,96.72826474643267,622,8,41,public_cloud,36,12320,7202,5510,71.31184716583543,big_bang,57.33183306114739,agile,0,0,1,1,0,1,1,1,1,1,82.98863021850563,12,61.01162785611603,2,45,1,1,13,1,1324683,1,1,100.0,41.42413237321634
tier2,v9.0,v11.0,major_2x,107,28,68.31781726870484,26,174681,586404,99.14603873509334,1212,4,32,hybrid_cloud,29,24407,6856,7415,86.39798932505363,rolling,44.02988544641541,kanban,0,0,1,1,1,1,1,1,0,1,85.94478761035474,17,76.6452332074246,6,15,1,1,13,0,1051085,1,1,96.66023779514727,47.33301936754667
tier2,v9.0,v9.0,major_1x,14,41,32.35795248925936,18,262418,360987,96.86763004173531,511,10,6,hybrid_cloud,27,10328,6056,3473,83.23012539491043,blue_green,38.05747911560694,scrum,1,1,0,0,1,1,1,1,0,0,82.07071844906355,6,71.86222830105542,8,11,0,0,15,1,3586999,1,1,100.0,55.213815020867656
tier1,v10.1,v10.1,minor,44,19,64.3287432313431,12,487946,230549,99.61468059116156,842,5,45,hybrid_cloud,31,49215,3364,2648,83.74517983694518,blue_green,37.16373247223826,kanban,7,0,1,1,1,0,1,1,0,1,67.87681561482327,11,61.453343011025346,11,64,1,0,19,1,1940414,1,1,92.29210198555678,45.46734029558078
tier3,v9.0,v9.0,minor,60,38,38.53361511351172,24,157883,362769,98.2796869242909,820,0,17,hybrid_cloud,15,17114,5190,3503,77.35823339285015,blue_green,67.0957540197717,waterfall,6,0,1,1,1,0,1,1,1,0,68.17387149082649,21,53.90076096145845,3,30,0,1,7,0,1400315,1,1,60.33736513263867,74.23984346214544
tier3,v8.5,v10.5,major_1x,78,39,61.837130216441935,22,319639,437669,97.11796675810459,886,8,13,on_premise,29,14309,5302,5944,75.4102394777794,canary,11.46758450616339,waterfall,4,1,1,0,1,1,1,0,1,1,67.16532875535678,10,67.9228972091984,6,31,0,1,11,1,2245875,0,1,95.92184092440061,50.338983379052294
tier3,v9.0,v11.0,major_1x,32,30,56.28311325235836,34,163299,584597,97.64436735995302,1294,6,35,hybrid_cloud,17,8751,4642,5085,83.59181529401462,big_bang,23.560360126532743,agile,0,1,1,1,0,1,1,1,1,0,71.89188624470091,23,73.69609875697563,4,40,0,0,8,0,2585252,1,1,85.47553500483946,37.44218367997652
tier1,v8.5,v9.2,major_1x,115,36,73.72361742526196,21,133276,932882,98.67403395840486,820,1,22,on_premise,13,20407,9734,9102,98.22519076959374,blue_green,44.39745665520375,waterfall,0,1,1,1,1,1,1,1,0,0,66.3767179043389,9,51.60973603904885,7,56,0,0,9,1,3638842,0,1,51.71223434221929,68.93701697920244
tier3,v10.1,v10.1,major_2x,16,31,24.27792194994099,26,292877,284486,97.51724189695724,406,10,13,on_premise,12,10196,3309,4721,75.48924819636719,blue_green,58.32946291671627,kanban,1,1,1,1,0,1,1,1,1,1,69.67008937537075,11,75.79084627172962,3,36,0,1,13,1,1697513,0,1,100.0,54.13862094847862
tier3,v9.2,v9.2,minor,65,32,49.188095714537496,28,115935,489416,95.81064530002077,534,9,22,on_premise,6,25935,2125,4208,70.7105266381149,canary,66.91076254326225,waterfall,3,1,1,1,0,1,1,1,1,0,85.41466306265312,11,51.45799141352882,1,13,1,0,13,0,1525391,1,1,81.10269537697393,49.22532265001038
tier2,v8.5,v9.0,major_2x,89,23,58.19349546516043,22,137841,519776,98.17089482394796,1568,10,23,on_premise,19,28744,4752,7545,99.0226060271664,blue_green,11.07449549737056,scrum,3,1,1,0,1,1,1,1,0,0,81.84956434566884,12,52.67559163643057,8,32,0,0,9,0,2562879,1,1,100.0,26.225447411973974
tier3,v9.2,v9.2,major_1x,71,26,53.26369487870875,32,188442,159483,95.25095346667872,1148,2,25,on_premise,24,7800,5505,5873,72.01143570497545,big_bang,67.43150969668108,agile,2,1,1,1,1,1,1,1,0,1,78.18756257864875,9,57.33109371831116,10,37,1,1,4,1,1483614,1,1,72.44341886147792,56.16547673333935
tier2,v9.2,v9.2,major_1x,86,5,44.29218670820844,16,408412,759598,98.23945464407517,402,9,14,hybrid_cloud,36,17928,6129,7908,90.65926034679502,blue_green,82.168987794184,agile,7,1,0,1,1,1,1,0,0,0,72.15724201804768,13,71.12929192134095,5,54,0,1,7,1,1542343,0,1,100.0,57.0797273220376
tier2,v8.5,v10.5,major_2x,92,36,15.077043470010107,25,122170,564904,97.62299132017668,985,11,12,private_cloud,39,25864,5157,1927,89.7906655571866,blue_green,78.39531824433867,kanban,7,0,1,1,1,0,1,0,1,0,64.22840460626168,8,55.31271516432512,10,17,0,0,7,1,2204543,1,1,100.0,40.11149566008834
microfinance,v10.1,v10.5,major_1x,50,45,33.57850887900975,23,379585,508447,98.61174412789636,701,1,7,hybrid_cloud,21,23416,7065,3363,61.92969830703531,big_bang,48.74825732491476,waterfall,0,1,1,1,1,1,1,1,1,1,85.50302986009235,22,60.41240976785223,8,41,0,0,7,1,3122703,1,1,54.596479521983966,78.78587206394819
tier2,v8.2,v11.0,minor,95,10,64.92725103863563,20,357459,537435,97.0289441563751,541,6,30,on_premise,34,34345,2450,1481,90.8865375353544,big_bang,32.862014290362296,waterfall,4,0,1,1,0,1,1,1,1,1,64.27021283336319,8,61.87769011561577,2,14,0,1,4,1,2815072,1,1,98.17517360108383,54.694472078187545
tier2,v9.2,v9.0,major_2x,97,27,64.26612009610922,28,386540,238319,97.34868640838266,387,5,23,hybrid_cloud,21,16998,1852,3451,77.43802882065044,canary,70.1989737263861,scrum,2,1,1,1,1,1,1,0,1,1,81.65344021400219,7,76.62189275232485,5,38,0,0,13,1,1895352,1,1,83.68842083004178,64.43434320419134
microfinance,v9.2,v10.5,major_1x,86,18,70.72576943021785,40,41702,738927,97.01321784465208,332,0,15,private_cloud,22,12091,2298,2014,70.75890552741522,big_bang,50.76820660832461,waterfall,4,1,1,1,0,1,1,1,0,1,62.855173279893044,16,68.73320344771074,10,45,0,1,9,0,1027110,0,1,66.27294052072767,84.36660892232604
tier3,v10.1,v10.5,major_1x,23,31,22.533266867433827,30,88765,298367,95.83413991815756,803,6,14,on_premise,21,18190,5297,2704,69.94488740950355,blue_green,7.467623542166194,waterfall,2,0,1,1,1,1,1,1,1,0,70.42780610092574,12,43.06647697911709,9,55,0,1,5,1,2352518,1,1,88.4320256304409,56.857069959078785
tier1,v10.1,v11.0,major_2x,108,47,42.69469704786868,27,316805,671642,96.81140051092872,949,1,34,on_premise,41,42165,6761,8721,87.40545974635909,blue_green,55.38819139833353,agile,6,1,1,1,1,1,1,1,1,0,66.55441709490418,9,79.60378043605986,10,62,0,0,7,1,2704337,0,1,60.83867519670087,59.42570025546435
tier1,v9.0,v10.1,major_1x,84,48,30.00549874125512,43,370965,922667,96.70599496663321,1190,1,15,hybrid_cloud,30,38549,3044,4083,94.35895759188462,rolling,38.02423463191597,kanban,0,1,1,1,1,1,1,1,1,1,67.50286738947895,15,75.62419607394268,10,56,1,0,16,1,2930362,1,1,37.9257614146612,64.05299748331662
tier1,v10.1,v11.0,major_1x,64,33,71.10317826443007,27,121101,228954,95.80088650944515,1241,2,29,private_cloud,23,41391,6747,8653,90.42511077939973,rolling,43.68010953758025,kanban,2,1,1,1,0,1,1,1,0,1,93.32541720240874,10,63.096194940457075,1,27,0,0,15,1,2944858,1,1,46.392201276323284,52.58044325472258
tier3,v9.2,v9.2,major_1x,27,4,53.64718350843904,12,285448,284473,96.87560185991936,992,8,8,hybrid_cloud,23,18017,4228,2422,83.50030932204056,rolling,36.42919724443979,kanban,3,1,1,0,1,1,1,1,1,1,79.39244780241866,14,55.30360374767949,4,32,1,1,7,0,2452497,1,1,68.54324720150808,50.597800929959675
tier2,v8.5,v9.2,major_1x,63,30,35.3707229603779,37,347518,642616,97.49491796864845,1171,1,23,hybrid_cloud,20,36153,3539,7923,86.51937792391645,blue_green,61.74851760426525,scrum,1,1,1,1,0,1,0,1,1,1,85.23226063781739,10,65.38497572551964,4,22,0,0,13,1,1227777,1,1,48.411892823264495,60.827458984324224
tier1,v8.2,v10.5,minor,16,9,59.73566847785973,29,125936,793626,98.1064502150654,752,8,26,hybrid_cloud,13,26676,6262,4518,87.15475139912718,blue_green,21.44726253164278,scrum,2,1,1,1,1,1,1,1,1,1,74.92856071509947,10,47.11184252295734,2,54,1,1,6,1,1811397,1,1,72.21217817177636,47.01322510753269
microfinance,v9.0,v10.5,major_1x,76,32,37.07639460697313,13,199622,286436,98.87295560411158,191,10,37,hybrid_cloud,4,15070,7197,4823,68.43164571121434,big_bang,20.121135383485143,waterfall,2,1,1,1,1,0,1,1,1,0,90.02810529217237,11,70.02236146191379,6,45,0,1,4,1,3542602,0,1,100.0,47.1164778020558
tier3,v8.5,v11.0,minor,69,39,33.21566444799538,31,226608,628181,95.3733916128016,648,0,31,on_premise,12,8314,5375,1822,77.65242683907519,blue_green,58.93641493605354,scrum,1,1,1,1,0,1,0,1,1,1,82.72840985449797,10,45.217920765155746,4,40,0,1,6,1,1247697,1,1,52.551757612479555,69.22669580640078
tier2,v8.2,v11.0,major_1x,103,26,28.517265859261673,9,167613,226038,97.85723233455506,1620,9,13,on_premise,31,13277,6332,4002,91.55317148173363,rolling,77.10714525655814,kanban,3,1,1,1,0,1,1,1,1,1,70.0844747877653,12,62.466575397430084,1,16,1,1,12,0,1554036,1,1,73.61348280637057,33.028616167277534
tier3,v8.2,v9.0,major_2x,98,33,60.6120052811086,25,104237,648996,98.31678192196037,438,7,29,on_premise,6,23800,1177,5890,71.38959979974972,big_bang,12.377076710280576,waterfall,3,0,1,1,1,0,0,1,0,1,73.51004347250525,24,53.649605226299876,10,35,0,0,12,1,1109659,0,0,100.0,54.89839096098018
tier3,v8.2,v9.2,minor,50,20,49.77505396309445,8,263946,324663,95.38533105113271,172,0,13,hybrid_cloud,15,19031,2157,6183,86.20709559153052,blue_green,61.98443965574854,waterfall,1,1,1,1,1,1,1,1,1,1,79.53691361453745,10,42.47018466870368,5,9,0,1,12,0,1882385,0,1,22.230259589520998,87.75266552556636
tier1,v8.5,v11.0,minor,36,5,34.132134082914014,19,398354,373703,97.77818329587171,1829,7,48,public_cloud,26,20668,5628,5026,100.0,canary,61.001389478200416,waterfall,7,1,1,1,1,1,0,1,1,1,77.8737774180577,7,48.970093562140086,4,22,0,0,7,1,4547661,1,1,72.03831897685983,17.30909164793586
tier2,v9.0,v10.1,minor,26,36,28.765339897695622,13,402267,616060,97.75879957121461,772,8,12,on_premise,39,19909,2481,5410,76.88484281066243,rolling,22.706848516283568,agile,7,0,1,1,1,1,1,1,1,1,66.2689112005989,12,55.30423658364255,8,40,0,0,14,1,869728,1,1,93.57509833588894,53.43939978560731
tier3,v9.0,v9.0,major_1x,29,30,13.505286488438239,26,56939,514530,95.91778521955598,180,1,16,on_premise,29,14959,2859,2479,78.15363567900346,canary,6.606059499618333,scrum,6,1,1,1,1,1,1,1,0,1,87.79258136983368,10,69.96534502952245,7,47,1,1,13,1,733586,1,1,50.70067928911456,83.358892609778
tier2,v8.2,v11.0,major_2x,104,12,34.958861827348706,29,407634,804008,96.42210053228466,1280,4,17,on_premise,37,8796,5227,7796,91.56769023748224,blue_green,55.53688407299806,agile,1,1,1,1,1,0,1,1,1,1,68.94695441018165,8,76.91745692568009,4,12,0,0,13,1,960658,0,1,85.6392688459023,52.11105026614234
tier3,v8.5,v10.5,major_1x,94,7,41.42920802834467,16,162671,621484,98.03063885709102,983,1,9,on_premise,23,12504,2553,1621,68.1990430800484,blue_green,40.05161788010865,kanban,5,1,1,1,0,1,1,1,0,1,63.52052932528779,11,71.29288360475654,10,32,0,1,6,1,1602191,1,1,55.493844533756366,71.85531942854551
tier2,v8.2,v11.0,minor,99,20,30.875481745747635,19,373314,736289,97.67288668486148,740,13,19,on_premise,15,37978,5054,2866,82.98789508529386,blue_green,63.8175316308205,kanban,6,1,1,1,1,1,1,0,1,0,88.36272497586135,10,57.72463674374558,7,63,1,0,9,1,3732410,0,1,100.0,35.53644334243074
tier1,v10.1,v10.5,major_1x,26,39,60.91919220857635,49,412844,306854,96.98544741532935,1138,14,44,hybrid_cloud,45,45470,4441,4579,86.17952900882753,canary,58.076359749831404,agile,6,0,1,1,1,1,1,1,1,1,74.49835195209695,9,76.03202654803526,7,57,0,0,9,0,2756795,1,1,100.0,11.732723707664675
tier2,v9.0,v10.5,major_1x,78,28,38.822629575077976,19,182005,237937,98.45679833309421,1665,6,22,on_premise,22,33889,4791,5318,81.78557440717637,big_bang,12.157111638415495,agile,6,1,1,1,1,1,1,1,1,1,90.21249594331103,12,57.96470228530263,1,29,0,0,5,1,1714807,1,1,81.06693772356877,36.92839916654711
tier2,v9.2,v9.2,minor,96,6,33.164484556362495,39,333241,532293,98.38514412936223,740,5,40,private_cloud,28,30196,2719,4402,98.49656255745313,big_bang,42.73168168164784,scrum,2,1,1,1,1,0,1,1,1,1,68.55139576796577,9,56.29289780040888,5,55,1,1,14,1,1509631,1,1,79.93368862238769,49.39257206468112
tier2,v8.2,v9.2,major_1x,36,27,70.08672858967873,37,278519,625589,96.79110970731634,1445,11,35,hybrid_cloud,37,26961,1914,7546,87.85342450435122,big_bang,73.16355965738757,agile,0,1,1,1,1,1,0,1,0,1,65.63869242914515,11,81.45262301396448,11,8,0,0,8,1,2290016,1,1,100.0,18.995554853658177
tier1,v10.1,v11.0,minor,104,37,33.04041588325446,37,131344,538755,97.74454947482884,1278,11,10,hybrid_cloud,48,22645,3177,9252,97.65567829457112,blue_green,47.522550878282104,scrum,7,1,1,0,1,1,1,1,1,1,93.14313008401342,12,84.05710176495965,9,20,0,0,15,1,4324541,1,1,78.79202482478033,35.31227473741441
tier3,v9.0,v11.0,major_1x,46,20,34.376378190904504,23,202598,191423,97.60047602858705,572,4,15,on_premise,15,17297,3239,1031,80.8893388361972,canary,22.781017959571592,agile,4,0,1,1,1,0,0,1,1,1,65.78142299314645,16,46.97279635130094,9,34,0,0,11,1,630118,0,1,100.0,67.86023801429353
microfinance,v8.5,v10.1,minor,31,36,28.71064991484831,32,202608,208359,97.91761054087311,613,7,23,hybrid_cloud,27,24968,2504,3484,66.1129663839214,canary,18.343916344391648,waterfall,5,1,1,1,1,1,1,1,1,1,76.21276640460134,28,72.83066888050935,3,42,0,0,10,1,1439340,1,1,77.97152679934112,54.19880527043655
tier3,v9.0,v9.0,minor,24,14,24.45512348079567,34,187896,286951,96.1315548364423,799,11,21,public_cloud,28,19431,4318,5720,89.80784362995576,big_bang,30.5531966825311,agile,6,0,1,1,1,1,1,1,0,0,75.56862935913219,15,60.59680718156087,7,55,0,0,3,0,648756,1,1,100.0,38.585777418221156
microfinance,v8.5,v9.0,major_2x,71,17,65.6505625152197,10,50509,173741,96.65316416638903,721,10,8,private_cloud,6,18036,533,6180,71.78411472569492,big_bang,6.426207137083322,waterfall,0,1,1,1,1,1,1,1,1,1,62.22207905190146,11,46.086941466810416,3,48,0,0,16,1,1326072,1,1,100.0,49.90658208319452
tier2,v8.5,v11.0,major_1x,43,38,59.890344383824626,32,302472,494496,99.13720699028124,1409,2,36,on_premise,37,17448,4755,6900,79.39186924985161,canary,78.79624184754239,kanban,2,1,1,1,1,1,1,1,1,0,68.43563958664296,7,74.21062397242841,7,33,0,0,9,1,3560053,0,1,46.443908486329306,47.388603495140615
microfinance,v8.2,v9.2,minor,96,19,35.00192943785111,7,169268,401978,96.9697969111326,1278,2,20,private_cloud,10,21755,2317,6856,77.26864098411961,big_bang,59.453467646852694,scrum,2,1,1,1,1,1,0,0,0,1,62.381685956295385,16,71.60144199846881,4,57,1,0,3,0,710165,1,1,94.02478079101685,56.92489845556631
tier2,v8.2,v10.1,major_2x,84,15,44.51473374886706,29,362436,671009,97.65888297067102,914,10,15,hybrid_cloud,33,20443,6308,6787,84.84270331919696,blue_green,38.30471322791155,agile,4,1,1,1,1,1,0,1,0,0,66.98264957313587,10,65.36170721962928,3,16,1,1,10,0,2576048,1,1,100.0,43.04944148533551
microfinance,v9.0,v9.0,major_1x,42,34,18.816190531331557,27,124136,777153,97.999032007633,404,4,34,on_premise,7,30037,5710,4502,75.62404719402696,rolling,17.531707009184487,agile,6,1,1,1,0,1,1,1,0,1,81.46638302995886,13,42.2080128541449,9,15,0,0,3,1,349253,0,1,68.61036230741755,61.9195160038165
microfinance,v10.1,v11.0,minor,70,11,43.793160892787384,20,72263,261631,97.85123755835517,1370,2,35,hybrid_cloud,14,8501,3342,5874,78.15110131833997,blue_green,41.70634020906128,waterfall,6,1,0,1,1,1,1,1,0,1,64.12272653303377,12,66.26825246081326,1,31,1,0,7,1,1908532,1,1,76.75391649809787,48.02561877917759
tier3,v9.0,v9.2,major_1x,26,12,15.665339992980964,19,206912,555400,98.22476967778147,1103,4,30,on_premise,7,20782,3988,3802,88.6942825204636,big_bang,42.62854804716905,kanban,4,0,1,1,1,1,0,1,1,0,70.58059926886865,17,70.24070317949581,3,45,1,0,7,1,2221861,1,1,100.0,50.05238483889073
microfinance,v9.2,v9.2,major_2x,25,26,30.00476605772599,15,216831,429769,97.83044051808835,678,6,29,hybrid_cloud,26,5125,1893,8180,72.9354449381407,big_bang,43.853022199298756,waterfall,7,1,1,1,0,1,1,1,1,1,72.6970671544393,15,53.50085892669649,11,60,0,0,10,0,878392,1,1,94.98867196732672,52.855220259044174
tier3,v8.5,v9.2,major_1x,69,4,32.66537090277076,7,61631,203268,97.24405707948196,1066,10,24,on_premise,16,12908,4495,3806,84.27948685296893,blue_green,56.44528228208817,kanban,2,1,0,1,1,1,1,1,1,1,78.26250584182296,7,59.228136846610234,9,12,0,0,3,0,902550,0,1,100.0,35.302028539740974
tier2,v8.5,v10.5,minor,79,26,37.72975373122803,37,106128,243363,96.24044502803352,394,12,33,private_cloud,10,11528,3004,7663,80.62941358853679,blue_green,19.952814412829127,waterfall,6,1,1,1,0,1,1,1,0,1,63.857958937715765,3,75.94405967569608,10,49,0,0,16,0,887862,0,1,100.0,37.740222514016764
tier2,v8.2,v9.2,major_1x,27,18,21.399464870215823,35,305428,520241,97.98681753060566,1594,2,5,hybrid_cloud,31,22332,6953,2096,89.91305954976228,blue_green,40.87642156625085,scrum,5,0,1,1,1,0,1,1,1,1,63.65821625443027,9,48.32277783781888,3,27,0,0,5,0,2056187,1,1,65.83804916955799,58.613408765302836
tier3,v10.1,v11.0,major_1x,25,23,24.913075936869213,10,60248,339313,97.21078300597955,729,1,23,on_premise,11,17858,1705,4569,72.26353912032498,rolling,14.932129100155038,waterfall,6,1,1,1,1,0,1,1,1,1,68.09498880401021,8,74.50392148877131,3,33,0,1,9,1,2101249,0,1,53.92638909880438,69.52539150298978
tier1,v8.2,v10.1,major_2x,37,31,32.96692995645188,45,434603,304014,98.9682561286068,1355,9,37,private_cloud,39,40701,8931,3233,96.7511447788942,canary,94.67169318268857,scrum,8,1,1,1,1,1,1,1,1,1,91.01736032246276,7,88.21619958869984,6,42,0,1,18,1,2664278,1,1,83.77582265710492,26.88412806430341
tier3,v9.2,v11.0,minor,72,27,16.23180200592439,25,271008,492101,95.63253449840646,933,7,29,on_premise,12,23717,3603,6070,61.81203739497343,big_bang,59.04903306059541,waterfall,6,1,1,1,1,1,1,0,1,0,61.40227741837767,12,76.79838708730593,10,20,1,1,11,1,1195180,0,1,100.0,43.65626724920324
microfinance,v9.0,v9.2,major_1x,87,10,18.69201704867402,26,241520,568017,99.38298953024453,284,4,8,public_cloud,4,13924,1866,2376,70.76290514160327,blue_green,10.815613107999368,waterfall,4,1,1,1,1,1,1,1,0,1,91.49045260366161,13,58.19050224817226,3,11,0,0,2,1,903240,1,1,60.03696884501449,78.01149476512225
